CS241AT,Discrete_Mathematical_Structures,CS241AT,0,0,3,1,4.0,[0]
CD343AI,Design_and_Analysis_of_Algorithms,CD343AI,0,0,3,1,3.0,[0]
CS344AI,IoT_and_Embedded_Computing,CS344AI,0,0,3,1,3.0,[0]
CY245AT,Computer_Networks,CY245AT,0,0,3,1,3.0,[0]
HS248AT,Universal_Human_Values,HS248AT,0,0,2,1,2.0,[0]
21HS61B,Principles_of_Management,21HS61B,0,0,3,1,2.0,[0]
21IS62,Software_Engineering,21IS62,0,0,3,1,3.0,[0]
21CS63,Compiler_Design,21CS63,0,0,3,1,3.0,[0]
