4thSem2022,0,0,0,0,0,0,0,XX242AT,0,0,0,0,0,0,0,0,HS247XL,HS247XL,0,0,0,0,0,0,0,0,0,0,XX242AT,XX242AT,HS247XL_,HS247XL_,HS247XL_,0,0,0
6thSem2022,0,21IE66FX,21CS64DX,21CS64DX,0,0,0,0,0,0,0,0,21CS65EX,21CS65EX,0,0,0,0,0,0,0,0,21IE66FX,21IE66FX,0,21CS65EX,0,21CS64DX,0,0,0,0,0,0,0,0
